Orden de Trabajo,Cuenta de Cliente,Centro,Almacén,Cantidad,Número de Empleado,Orden de Servicio,Fecha de Ingreso,Descripcion de Material ,Categoria de Material,Tipo de Servicio,Empresa,Causa del Soporte,Costo Unitario,Costo Total,Geocerca
34361610,0103731035,BR05,0742,2,CCQM3CX2T0160,OS-62157833,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,CCQ 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.89,3.78,COA_3
34361686,0104956704,BR05,0674,5,BRAM3CX2T0114,OS-62157912,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,BRAME 3,Falla Conector Prepulido,7.67,38.35,COA_5
34361686,0104956704,BR05,0674,1,BRAM3CX2T0114,OS-62157912,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,BRAME 3,Falla Conector Prepulido,#N/D,#N/D,COA_5
34361736,0142884062,RE29,0868,1,RCEE3CMXT5323,OS-62157961,46134,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_7
34361736,0142884062,RE29,0868,200,RCEE3CMXT5323,OS-62157961,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,626,COA_7
34361736,0142884062,RE29,0868,2,RCEE3CMXT5323,OS-62157961,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_7
34362034,0116406693,RE29,0763,8,RCEE3CMXT5142,OS-62158252,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Fibra Inducida / Factor Climático,9.07,72.56,COA_2
34362034,0116406693,RE29,0763,7,RCEE3CMXT5142,OS-62158252,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Fibra Inducida / Factor Climático,5.97,41.79,COA_2
34362034,0116406693,RE29,0763,1,RCEE3CMXT5142,OS-62158252,46134,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,Fibra Inducida / Factor Climático,409.96,409.96,COA_2
34362215,0105697476,RE29,0761,1,RCEE3CMXT5127,OS-62158428,46134,ONT HG8145V5 SMALL,ONT,Soporte,RCE 3,Problema De Ancho De Banda,2.99,2.99,COA_2
34362247,0104406578,RE29,0849,1,RCEE3CMXT4743,OS-62158457,46134,DECODIFICADOR IPTV DIW377V MICROPHONES,STB,Soporte,RCE 3,Falla Red Wifi ONT,1222.11,1222.11,COA_3
34362287,0140136491,TP03,8575,2,VOHM3CX3T0102,OS-62158496,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,VOHEMA 3,Falla Conector Prepulido,19.13,38.26,COA_5
34362366,0142872316,RE29,0745,1,RCEE3CMXT4992,OS-62158563,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,RCE 3,Falla Conector Prepulido,#N/D,#N/D,COA_4
34362366,0142872316,RE29,0745,2,RCEE3CMXT4992,OS-62158563,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,Falla Conector Prepulido,19.13,38.26,COA_4
34368512,0141532095,RE29,0270,10,RCEE3CMXT4241,OS-62165680,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,59.7,COA_1
34368512,0141532095,RE29,0270,10,RCEE3CMXT4241,OS-62165680,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,76.7,COA_1
34368512,0141532095,RE29,0270,10,RCEE3CMXT4241,OS-62165680,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,90.7,COA_1
34368512,0141532095,RE29,0270,4,RCEE3CMXT4241,OS-62165680,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",10.29,41.16,COA_1
34368512,0141532095,RE29,0270,1,RCEE3CMXT4241,OS-62165680,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",#N/D,#N/D,COA_1
34368637,0142884381,RE29,0699,1,RCEE3CMXT4904,OS-62165781,46134,Drop 50m,Fibra Preconectorizada,Instalación,RCE 3,NA,229.8,229.8,COA_2
34368637,0142884381,RE29,0699,3,RCEE3CMXT4904,OS-62165781,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,30.87,COA_2
34368637,0142884381,RE29,0699,1,RCEE3CMXT4904,OS-62165781,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_2
34368637,0142884381,RE29,0699,8,RCEE3CMXT4904,OS-62165781,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,47.76,COA_2
34368637,0142884381,RE29,0699,1,RCEE3CMXT4904,OS-62165781,46134,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_2
34368649,0142884322,RE29,0720,3,RCEE3CMXT4947,OS-62165791,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,30.87,COA_1
34368649,0142884322,RE29,0720,2,RCEE3CMXT4947,OS-62165791,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,18.14,COA_1
34368649,0142884322,RE29,0720,2,RCEE3CMXT4947,OS-62165791,46134,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,3.58,COA_1
34368649,0142884322,RE29,0720,150,RCEE3CMXT4947,OS-62165791,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,469.5,COA_1
34368649,0142884322,RE29,0720,1,RCEE3CMXT4947,OS-62165791,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_1
34368649,0142884322,RE29,0720,9,RCEE3CMXT4947,OS-62165791,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,53.73,COA_1
34368649,0142884322,RE29,0720,15,RCEE3CMXT4947,OS-62165791,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,115.05,COA_1
34368738,0142884375,RE29,0654,1,RCEE3CMXT4828,OS-62165859,46134,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_4
34368738,0142884375,RE29,0654,210,RCEE3CMXT4828,OS-62165859,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,657.3,COA_4
34368738,0142884375,RE29,0654,2,RCEE3CMXT4828,OS-62165859,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_4
34368914,Hallazgos,RE29,0658,1,RCEE3CMXT4831,NA,46134,CINCHO NEGRO 0.36X15 CM C/100 PZAS,Miselaneo,Mantenimiento Mayor,RCE 3,NA,15.99,15.99,COA_1
34368914,Hallazgos,RE29,0658,1,RCEE3CMXT4831,NA,46134,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Mantenimiento Mayor,RCE 3,NA,254.2,254.2,COA_1
34368914,Hallazgos,RE29,0658,3,RCEE3CMXT4831,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,30.87,COA_1
34368919,Hallazgos,RE29,0651,2,RCEE3CMXT4814,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,RCE 3,NA,10.29,20.58,COA_1
34368980,0105273082,RE29,0120,1,RCEE3CMXT1637,OS-62166072,46134,ONT HG8145V5 SMALL,ONT,Soporte,RCE 3,Asesoría uso servicio de Internet,2.99,2.99,COA_5
34368991,0141111136,BR05,0761,2,BRAM3CX2T0125,OS-62166083,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,BRAME 3,Falla Conector RJ45,1.89,3.78,COA_5
34368991,0141111136,BR05,0761,15,BRAM3CX2T0125,OS-62166083,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,BRAME 3,Falla Conector RJ45,7.67,115.05,COA_5
34368991,0141111136,BR05,0761,100,BRAM3CX2T0125,OS-62166083,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Soporte,BRAME 3,Falla Conector RJ45,3.13,313,COA_5
34368991,0141111136,BR05,0761,1,BRAM3CX2T0125,OS-62166083,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,BRAME 3,Falla Conector RJ45,#N/D,#N/D,COA_5
34369070,0141539516,BR05,1911,2,BRAM3CX2T0129,OS-62166147,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,BRAME 3,Falla Conector Prepulido,19.13,38.26,COA_5
34369140,0107159030,RE29,1901,5,RCEE3CMXT5380,OS-62166203,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,Falla En Puerto Óptico,9.07,45.35,COA_2
34369140,0107159030,RE29,1901,5,RCEE3CMXT5380,OS-62166203,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,Falla En Puerto Óptico,7.67,38.35,COA_2
34369140,0107159030,RE29,1901,1,RCEE3CMXT5380,OS-62166203,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Soporte,RCE 3,Falla En Puerto Óptico,3.6,3.6,COA_2
34369241,0142884508,RE29,0064,4,RCEE3CMXT4064,OS-62166286,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,41.16,COA_3
34369241,0142884508,RE29,0064,2,RCEE3CMXT4064,OS-62166286,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_3
34369241,0142884508,RE29,0064,1,RCEE3CMXT4064,OS-62166286,46134,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,1.79,COA_3
34369241,0142884508,RE29,0064,180,RCEE3CMXT4064,OS-62166286,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,563.4,COA_3
34369241,0142884508,RE29,0064,1,RCEE3CMXT4064,OS-62166286,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_3
34369241,0142884508,RE29,0064,10,RCEE3CMXT4064,OS-62166286,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,59.7,COA_3
34369241,0142884508,RE29,0064,2,RCEE3CMXT4064,OS-62166286,46134,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_3
34369241,0142884508,RE29,0064,1,RCEE3CMXT4064,OS-62166286,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_3
34369437,0142884511,RE29,0674,2,RCEE3CMXT4864,OS-62166411,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_5
34369437,0142884511,RE29,0674,12,RCEE3CMXT4864,OS-62166411,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,71.64,COA_5
34369437,0142884511,RE29,0674,2,RCEE3CMXT4864,OS-62166411,46134,CONECTOR RJ45 CAT 6,Conector UTP,Instalación,RCE 3,NA,1.89,3.78,COA_5
34369437,0142884511,RE29,0674,1,RCEE3CMXT4864,OS-62166411,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
34369437,0142884511,RE29,0674,160,RCEE3CMXT4864,OS-62166411,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,500.8,COA_5
34369437,0142884511,RE29,0674,1,RCEE3CMXT4864,OS-62166411,46134,DIW362 WI-FI 2X2 4K STB 2 GB SAGEM,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
34369437,0142884511,RE29,0674,1,RCEE3CMXT4864,OS-62166411,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_5
34369437,0142884511,RE29,0674,10,RCEE3CMXT4864,OS-62166411,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Instalación,RCE 3,NA,6.43,64.3,COA_5
34369525,0104286623,BR05,1911,12,BRAM3CX2T0129,OS-62166465,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,BRAME 3,Vehículo con Exceso de Dimensiones,5.97,71.64,COA_5
34369525,0104286623,BR05,1911,1,BRAM3CX2T0129,OS-62166465,46134,Drop 50m,Fibra Preconectorizada,Soporte,BRAME 3,Vehículo con Exceso de Dimensiones,229.8,229.8,COA_5
34369579,0142863759,RE29,0754,1,RCEE3CMXT5107,OS-62166497,46134,Drop 120m,Fibra Preconectorizada,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",409.96,409.96,COA_4
34369579,0142863759,RE29,0754,15,RCEE3CMXT5107,OS-62166497,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",6.43,96.45,COA_4
34369579,0142863759,RE29,0754,2,RCEE3CMXT5107,OS-62166497,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",1.89,3.78,COA_4
34369579,0142863759,RE29,0754,5,RCEE3CMXT5107,OS-62166497,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",9.07,45.35,COA_4
34369936,0100461823,RE29,0456,15,RCEE3CMXT4478,OS-62166709,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",6.43,96.45,COA_2
34369936,0100461823,RE29,0456,2,RCEE3CMXT4478,OS-62166709,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",1.89,3.78,COA_2
34369936,0100461823,RE29,0456,20,RCEE3CMXT4478,OS-62166709,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",9.07,181.4,COA_2
34370033,0142884620,RE29,0712,16,RCEE3CMXT5361,OS-62166780,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,95.52,COA_3
34370033,0142884620,RE29,0712,1,RCEE3CMXT5361,OS-62166780,46134,Drop 150m,Fibra Preconectorizada,Instalación,RCE 3,NA,535.01,535.01,COA_3
34370033,0142884620,RE29,0712,2,RCEE3CMXT5361,OS-62166780,46134,HEBILLA ACERO  5/8,Miselaneo,Instalación,RCE 3,NA,1.79,3.58,COA_3
34370033,0142884620,RE29,0712,1,RCEE3CMXT5361,OS-62166780,46134,FLEJE DE ACERO 5/8   CAJA 30 METROS C/U,Miselaneo,Instalación,RCE 3,NA,254.2,254.2,COA_3
34370033,0142884620,RE29,0712,4,RCEE3CMXT5361,OS-62166780,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Instalación,RCE 3,NA,10.29,41.16,COA_3
34370033,0142884620,RE29,0712,1,RCEE3CMXT5361,OS-62166780,46134,ONT HG8145V5 SMALL,ONT,Instalación,RCE 3,NA,2.99,2.99,COA_3
34370033,0142884620,RE29,0712,1,RCEE3CMXT5361,OS-62166780,46134,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
34370190,0142884640,RE29,0132,1,RCEE3CMXT1824,OS-62166905,46134,DIW372 4K STB 2 B SAGEM C/CONTROL S/WIFI,STB,Instalación,RCE 3,NA,#N/D,#N/D,COA_5
34370190,0142884640,RE29,0132,1,RCEE3CMXT1824,OS-62166905,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_5
34370190,0142884640,RE29,0132,180,RCEE3CMXT1824,OS-62166905,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,563.4,COA_5
34370190,0142884640,RE29,0132,2,RCEE3CMXT1824,OS-62166905,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_5
34370195,0141485952,BR05,0644,1,CCQM3CX2T0135,OS-62166907,46134,DIW362 WI-FI 2X2 4K STB 2 GB SAGEM,STB,Soporte,CCQ 3,Falla Puerto HDMI,#N/D,#N/D,COA_3
34370195,0141485952,BR05,0644,15,CCQM3CX2T0135,OS-62166907,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,CCQ 3,Falla Puerto HDMI,6.43,96.45,COA_3
34370195,0141485952,BR05,0644,2,CCQM3CX2T0135,OS-62166907,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,CCQ 3,Falla Puerto HDMI,1.89,3.78,COA_3
34370195,0141485952,BR05,0644,15,CCQM3CX2T0135,OS-62166907,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,CCQ 3,Falla Puerto HDMI,7.67,115.05,COA_3
34370348,0132723301,BR05,0740,2,BRAM3CX2T0124,OS-62167033,46134,CONECTOR RJ45 CAT 6,Conector UTP,Soporte,BRAME 3,Falla Conector Prepulido,1.89,3.78,COA_5
34370364,0104696282,BR05,0774,5,BRAM3CX2T0127,OS-62167050,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,BRAME 3,Falla Conector Prepulido,6.43,32.15,COA_5
34370364,0104696282,BR05,0774,2,BRAM3CX2T0127,OS-62167050,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,BRAME 3,Falla Conector Prepulido,19.13,38.26,COA_5
34370521,0112271977,RE29,0585,20,RCEE3CMXT4894,OS-62167164,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Soporte,RCE 3,ONT No Configurada (Sin Servicio),9.07,181.4,COA_2
34370521,0112271977,RE29,0585,5,RCEE3CMXT4894,OS-62167164,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,ONT No Configurada (Sin Servicio),7.67,38.35,COA_2
34370521,0112271977,RE29,0585,2,RCEE3CMXT4894,OS-62167164,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,ONT No Configurada (Sin Servicio),19.13,38.26,COA_2
34370521,0112271977,RE29,0585,20,RCEE3CMXT4894,OS-62167164,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,ONT No Configurada (Sin Servicio),5.97,119.4,COA_2
34370521,0112271977,RE29,0585,1,RCEE3CMXT4894,OS-62167164,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,RCE 3,ONT No Configurada (Sin Servicio),#N/D,#N/D,COA_2
34370521,0112271977,RE29,0585,330,RCEE3CMXT4894,OS-62167164,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Soporte,RCE 3,ONT No Configurada (Sin Servicio),3.13,1032.9,COA_2
34370521,0112271977,RE29,0585,15,RCEE3CMXT4894,OS-62167164,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,ONT No Configurada (Sin Servicio),6.43,96.45,COA_2
34370521,0112271977,RE29,0585,1,RCEE3CMXT4894,OS-62167164,46134,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Soporte,RCE 3,ONT No Configurada (Sin Servicio),1.47,1.47,COA_2
34370616,0120454758,RE29,0745,15,RCEE3CMXT4992,OS-62167229,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,115.05,COA_4
34370616,0120454758,RE29,0745,2,RCEE3CMXT4992,OS-62167229,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",19.13,38.26,COA_4
34370616,0120454758,RE29,0745,1,RCEE3CMXT4992,OS-62167229,46134,BOTA PARA CAJA 2N OPTITAP,Bota 2n,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",#N/D,#N/D,COA_4
34370616,0120454758,RE29,0745,180,RCEE3CMXT4992,OS-62167229,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",3.13,563.4,COA_4
34370626,0124659580,RE29,0720,1,RCEE3CMXT4947,OS-62167237,46134,HUAWEI OPTISTAR K562E,Extender,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",498.97,498.97,COA_2
34370626,0124659580,RE29,0720,120,RCEE3CMXT4947,OS-62167237,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",3.13,375.6,COA_2
34370626,0124659580,RE29,0720,12,RCEE3CMXT4947,OS-62167237,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",5.97,71.64,COA_2
34370626,0124659580,RE29,0720,2,RCEE3CMXT4947,OS-62167237,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",19.13,38.26,COA_2
34370626,0124659580,RE29,0720,15,RCEE3CMXT4947,OS-62167237,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Soporte,RCE 3,"Mala Instalación Unifibra (En Tensor, FO Ahorcada, Trayectoria)",7.67,115.05,COA_2
34370662,0142884601,RE29,0664,2,RCEE3CMXT4842,OS-62167269,46134,CONECTOR PREPULIDO 250UM,Conector  SC,Instalación,RCE 3,NA,19.13,38.26,COA_3
34370662,0142884601,RE29,0664,13,RCEE3CMXT4842,OS-62167269,46134,TENSOR PARA ACOMETIDA,Miselaneo,Instalación,RCE 3,NA,5.97,77.61,COA_3
34370662,0142884601,RE29,0664,100,RCEE3CMXT4842,OS-62167269,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Instalación,RCE 3,NA,3.13,313,COA_3
34370662,0142884601,RE29,0664,1,RCEE3CMXT4842,OS-62167269,46134,SELLO TIPO CANDADO MODELO 8001,Miselaneo,Instalación,RCE 3,NA,1.47,1.47,COA_3
34370662,0142884601,RE29,0664,1,RCEE3CMXT4842,OS-62167269,46134,FIBERHOME ONT 4GE 1POTS DUALBAND HG6145F,ONT,Instalación,RCE 3,NA,3.6,3.6,COA_3
34370662,0142884601,RE29,0664,3,RCEE3CMXT4842,OS-62167269,46134,GRAPA P/CABLE COAX BCA CLAVO 3/4,Miselaneo,Instalación,RCE 3,NA,7.67,23.01,COA_3
34370662,0142884601,RE29,0664,15,RCEE3CMXT4842,OS-62167269,46134,GRAPA P/CABLE TELEFONICO REDONDO BCO,Miselaneo,Instalación,RCE 3,NA,9.07,136.05,COA_3
34370720,Hallazgos,TP03,1806,2,SOLMTCMXT0207,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,10.29,20.58,COA_7
34370720,Hallazgos,TP03,1806,0.2,SOLMTCMXT0207,NA,46134,CINCHO NEGRO 0.36X15 CM C/100 PZAS,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,15.99,3.198,COA_7
34370720,Hallazgos,TP03,1806,2,SOLMTCMXT0207,NA,46134,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,1.79,3.58,COA_7
34370720,Hallazgos,TP03,1806,0.2,SOLMTCMXT0207,NA,46134,TENSOR PARA ACOMETIDA,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,5.97,1.194,COA_7
34370727,Hallazgos,TP03,1807,4,SOLMTCMXT0208,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,10.29,41.16,COA_7
34370727,Hallazgos,TP03,1807,1,SOLMTCMXT0208,NA,46134,CINCHO NEGRO 0.36X15 CM C/100 PZAS,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,15.99,15.99,COA_7
34370727,Hallazgos,TP03,1807,2,SOLMTCMXT0208,NA,46134,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,1.79,3.58,COA_7
34370733,Hallazgos,TP03,1903,4,SOLMTCMXT0222,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,10.29,41.16,COA_7
34370738,Hallazgos,TP03,2612,5,SOLMTCMXT0142,NA,46134,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,1.79,8.95,COA_7
34370747,Hallazgos,TP03,2614,2,SOLMTCMXT0143,NA,46134,HERRAJE TIPO D 5MM GALVANIZADO INMERSION,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,10.29,20.58,COA_7
34370747,Hallazgos,TP03,2614,1,SOLMTCMXT0143,NA,46134,HEBILLA ACERO  5/8,Miselaneo,Mantenimiento Mayor,SOLVO COMUNICACIONES 3,NA,1.79,1.79,COA_7
34370792,0141202563,RE29,0248,15,RCEE3CMXT1758,OS-62167368,46134,CAB UTP CAT 6 BLANCO OUTDOOR BOB 305MTS,UTP,Soporte,RCE 3,"Desgaste de Cableado (Clima, Tiempo de Vida)",6.43,96.45,COA_7
34371069,0102918416,TE03,0262,1,TETM3CX2T0108,OS-62167584,46134,Drop 120m,Fibra Preconectorizada,Soporte,TETSI 3,Falla Conector Prepulido,409.96,409.96,COA_1
34371069,0102918416,TE03,0262,6,TETM3CX2T0108,OS-62167584,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,TETSI 3,Falla Conector Prepulido,5.97,35.82,COA_1
34371107,0140238908,RE29,0849,120,RCEE3CMXT4743,OS-62167617,46134,UNIFIBRA OPTICA DROP,Fibra Optica Carrete,Soporte,RCE 3,Vehículo con Exceso de Dimensiones,3.13,375.6,COA_3
34371107,0140238908,RE29,0849,8,RCEE3CMXT4743,OS-62167617,46134,TENSOR PARA ACOMETIDA,Miselaneo,Soporte,RCE 3,Vehículo con Exceso de Dimensiones,5.97,47.76,COA_3
